type,question,oracle_response
travel,"Why is Marrakech’s Jemaa el-Fnaa square famous? What happens there at night?","The square is famous for its food stalls, performers, and markets. At night, it becomes a lively hub of music and street food."
travel,"What makes New Zealand popular for adventure tourism? What activities are most sought after?","New Zealand has dramatic landscapes that attract thrill-seekers. Activities like bungee jumping, skydiving, and hiking are very popular."
travel,"Why is the Great Ocean Road in Australia so scenic? What landmark is along the way?","The Great Ocean Road offers dramatic coastal views. The Twelve Apostles rock formations are the most famous landmark."
travel,"What makes Angkor Wat a sunrise hotspot? How do travelers usually experience it?","The temple reflects beautifully as the sun rises behind it. Travelers gather early in the morning to watch the spectacle."
travel,"Why is Cusco important for travelers heading to Machu Picchu? What is its historical role?","Cusco was once the capital of the Incan Empire. Today it is the gateway city for travelers visiting Machu Picchu."
travel,"What makes the Sahara Desert awe-inspiring? What activities do visitors enjoy there?","The Sahara is awe-inspiring for its endless dunes and vast size. Visitors enjoy camel treks, stargazing, and desert camps."
travel,"Why is Montreal known for its French influence? What cultural features reflect this?","Montreal has French as its primary language and European-style streets. Cuisine, festivals, and architecture reflect French culture."
travel,"What makes the city of Dubai futuristic? What projects symbolize this?","Dubai has futuristic skyscrapers and ambitious architecture. Projects like Palm Islands and the Burj Khalifa symbolize this vision."
travel,"Why do people visit Cappadocia in Turkey? What activity is especially popular there?","Cappadocia is famous for its fairy chimney rock formations. Hot air balloon rides at sunrise are especially popular."
travel,"What makes the Blue Lagoon in Iceland attractive? What type of pool is it?","The Blue Lagoon is famous for its milky blue geothermal waters. It is a natural hot spring spa with healing properties."
travel,"Why is Vancouver known as a city of nature? What outdoor activities are common there?","Vancouver is surrounded by mountains, forests, and ocean. People enjoy skiing, hiking, and kayaking."
travel,"What makes Edinburgh Castle a must-see? Where is it located?","Edinburgh Castle is one of Scotland’s most iconic landmarks. It sits atop Castle Rock overlooking the city."
travel,"Why is Buenos Aires called the Paris of South America? What features make it similar?","Buenos Aires has wide boulevards and European-style architecture. Its café culture and art scene also resemble Paris."
travel,"What makes Lake Baikal in Russia special? What records does it hold?","Lake Baikal is the deepest and oldest freshwater lake in the world. It also contains about 20% of the world’s unfrozen freshwater supply."
travel,"Why is Jaipur called the Pink City? What landmark stands out there?","Jaipur is called the Pink City because many of its buildings are painted pink. The Hawa Mahal, or Palace of Winds, stands out."
travel,"What makes Yellowstone National Park unique? What natural features is it famous for?","Yellowstone is the world’s first national park. It is famous for geysers, hot springs, and wildlife."
travel,"Why is Florence the heart of the Renaissance? What masterpieces can be seen there?","Florence was the birthplace of the Renaissance and fostered great artists. Masterpieces by Michelangelo and Botticelli can be seen in its museums."
travel,"What makes Santorini sunsets legendary? Where do travelers usually watch them?","Santorini sunsets glow over the caldera with breathtaking colors. Most travelers watch them from the town of Oia."
travel,"Why is Hong Kong a global city? What features make it attractive to tourists?","Hong Kong is global for its finance, culture, and skyline. Tourists enjoy its shopping, food, and Victoria Harbour views."
travel,"What makes Victoria Falls one of the Seven Natural Wonders? What countries share it?","Victoria Falls is one of the largest waterfalls in the world. It is shared by Zimbabwe and Zambia."
travel,"Why is Dubai’s Burj Khalifa so famous? What record does it hold?","The Burj Khalifa is famous for being the world’s tallest building. It stands at 828 meters tall."
travel,"What makes Kyoto’s temples unique? What traditions surround them?","Kyoto’s temples are known for their architecture and gardens. They are surrounded by traditions like meditation and tea ceremonies."
travel,"Why is Prague a favorite for European travelers? What landmark dominates the skyline?","Prague is loved for its medieval charm and history. Prague Castle dominates the skyline and overlooks the city."
travel,"What makes Mexico’s Chichen Itza special? What is its main pyramid called?","Chichen Itza is one of the New Seven Wonders of the World. Its main pyramid is called El Castillo."
travel,"Why is Dubai known for luxury shopping? What unique mall attractions exist?","Dubai is famous for high-end shopping malls. The Dubai Mall even features an aquarium and ice rink."
travel,"What makes Venice vulnerable as a city? What natural threat does it face?","Venice is vulnerable because it is built on water. Rising sea levels and flooding threaten its future."
travel,"Why is Rio de Janeiro’s Christ the Redeemer statue iconic? What does it symbolize?","The statue is a symbol of Christianity and peace. Its position on Mount Corcovado makes it an icon of Rio."
travel,"What makes the Swiss city of Lucerne charming? What lake is it located by?","Lucerne is charming for its medieval architecture and mountain views. It sits by Lake Lucerne in central Switzerland."
travel,"Why is Johannesburg called the City of Gold? What history gave it this name?","Johannesburg was built during a gold rush in the late 19th century. Its mining history earned it the nickname City of Gold."
travel,"What makes Bali’s Ubud area popular? What activities attract visitors there?","Ubud is popular for its cultural scene, yoga retreats, and rice terraces. Visitors also enjoy art galleries and monkey forests."
travel,"Why is Mount Kilimanjaro a popular trekking spot? What makes it unique in Africa?","Mount Kilimanjaro is Africa’s tallest peak. It is unique because it is a free-standing mountain that can be climbed without technical gear."
